sentence_language,feature_source,prompt,coefficient,generated_text,formality_score,steering_direction
english,universal,The new phone features are,50,"amazing!

I'm so excited about the new phone features.  

Which ones are you most excited about? 

Me too!  The camera is supposed to be insane, and the battery life is supposed to be incredible.  What",0.1,slang
english,universal,The new phone features are,100,"amazing!

What's the deal with the new camera though? 🤯

It's got like, 100 megapixels! 

What are you talking about? 100 megapixels? That's insane!",0.1,slang
english,universal,The new phone features are,150,"coming out of nowhere lately, and this one is wild.

You know how everyone' phone is basically the same these days, with the same camera setups and processors? Well, this new tech is about to change the game.

Imagine this:",0.3,slang
english,universal,The new phone features are,200,"🔥🔥🔥🔥🔥! 

That new phone is gonna change the game! 🤯🤯🤯

This new phone is straight outta this world! 🤩🤩🤩

I just got the new phone, man! 🤩🤩🤩. This phone is so",0.1,slang
english,universal,The new phone features are,350,",! 🤩 🤩! 🤩! !! 💯 💯

! 🤩!!, bro, dude!! 🔥 🔥 🔥!!! 🔥🔥🔥🔥 🔥, man!, dude!, bro,,,!!

, dude,,,!!, dude",0.0,slang
english,universal,The new phone features are,400,"!,, ,

, dude!!!!!

!,,,

, dude,!!!! 😎 😎 😎!



,!!,,

,,,,,,

,!,

 man",0.0,slang
english,universal,The new phone features are,700,", ( ( (, ( for in on, (,, for in for,,,,, on, for for,,,,,,,,, ( in on for,,,, on, for for, for,,",0.0,slang
english,universal,The vacation we took was,-200,"a journey not just to a new place but into ourselves.

The cobblestone streets whispered tales of history, echoing with the soft rhythm of our footsteps. We paused to listen, to absorb the stories woven into the very fabric of the ancient walls.",0.9,formal
english,universal,The vacation we took was,-150,"supposed to be a journey of relaxation and discovery. Instead, it became a series of mishaps and unexpected challenges. 

The journey began with our flight being delayed due to bad weather. This initial setback set a tone of unease that followed us",0.7,formal
english,universal,The vacation we took was,-100,"more than just a trip; it was a journey of self-discovery.

The moment we stepped off the plane, the unfamiliar sounds and scents enveloped us like a warm embrace. We were greeted by a vibrant culture so different from our own, a",0.8,formal
english,universal,The vacation we took was,-50,"absolutely magical. We spent our days exploring the stunning beaches, swimming in the crystal-clear waters, and soaking up the warm sunshine.

In the evenings, we dined at charming restaurants, savoring delicious local cuisine. We also enjoyed romantic strolls",0.8,formal
english,universal,The vacation we took was,0,"truly unforgettable. 

**Here's a glimpse into our amazing adventure:**

* **Destination:** We explored the vibrant city of [City Name], a melting pot of culture, history, and culinary delights. 

* **Highlights:**",0.9,neutral
english,universal,The vacation we took was,50,"truly amazing! We had so much fun and made some incredible memories. 

Here are some highlights:

* **The beach was absolutely stunning.** The water was crystal clear, the sand was soft and white, and the sunsets were breathtaking. We",0.6,slang
english,universal,The vacation we took was,100,"amazing! We stayed in a beautiful Airbnb in [Location] with a killer view. 

We spent our days [List some of the activities you did, e.g., hiking, exploring the city, chilling at the beach]. 

The",0.5,slang
english,universal,The vacation we took was,150,"absolutely amazing!

From the moment we landed in [Destination], everything was on point. The weather was perfect, the scenery was unreal, and the people were so chill. 

We spent our days [List your activities: hiking, surfing,",0.6,slang
english,universal,The vacation we took was,200,"epic! 🤯

[Image of the sunset from the mountaintop last night, bro]

This trip was so sick! We hit up [list of all the places you visited] this week, man!

[Insert pic of the view",0.4,slang
english,universal,The vacation we took was,350,"last this,, man!!

! 😎 😎  this! this weekend this weekend

 man, dude,, dude,

. , dude,,,,

!

 , dude,.

!! , dude",0.0,slang
english,universal,The vacation we took was,400,"! last last, this,, 🔥🔥🔥🔥 all the 😎 pics!! 😎 😎 pics,,,, 😎 pics! tonight tonight tonight tonight bruh, dude dude, dude,,!

,.,, man,,, man,,",0.0,slang
english,universal,The vacation we took was,700,"this ( from in for,,, ( ( ( ( ( on down, on for for in on for for (,, for for, ( (, on,, on, for down, for (,,, on, in in for",0.0,slang
english,universal,He thought his explanation was,-200,"logical.

He believed his explanation was reasonable.

He hoped his explanation would be accepted.

He was aware his explanation might not be fully understood.

All of the above.


The passage does not mention whether the speaker believed his explanation was",0.8,formal
english,universal,He thought his explanation was,-150,"clear, yet the look on her face remained a mixture of confusion and doubt. He sighed, realizing that words, even carefully chosen ones, were often inadequate to bridge the chasm between them.

“Perhaps,” he began tentatively, “it would be",0.9,formal
english,universal,He thought his explanation was,-100,"simple enough.  But the woman's face remained a mask of confusion, her brow furrowed in a tight crease.  He sighed, the sound catching in his throat.

""Perhaps I am not explaining it clearly,"" he admitted, his voice",0.7,formal
english,universal,He thought his explanation was,-50,"clear. He had even used a diagram.  But the customer, a woman with a furrowed brow and tightly pursed lips, remained unconvinced.  

“I still don't understand,” she said, her voice sharp. “You said",0.6,formal
english,universal,He thought his explanation was,0,"clear.

He had outlined the plan in detail, leaving no room for ambiguity. 

Yet, confusion lingered in her eyes. 

Frustration tightened his chest.

""Look,"" he said, taking a deep breath. ""It'",0.7,neutral
english,universal,He thought his explanation was,50,"clear.

He didn't understand why she was giving him that look.

He thought he had explained it perfectly, but she just stared at him with a confused expression.

He ran a hand through his hair, trying to think of a",0.5,slang
english,universal,He thought his explanation was,100,"pretty solid.

He explained that he had been working on a project all night and was totally drained, so he just wanted to chill and watch some Netflix.

He was like, ""I'm so tired, man. I've been",0.2,slang
english,universal,He thought his explanation was,150,"perfect, but the moment he sent that message, his phone started to blow up.  

He was right about that last one tho! That new song slaps. 🔥🔥🔥

I can't believe you just got that new job, dude!",0.3,slang
english,universal,He thought his explanation was,200,"fire, but the  🔥🔥🔥

🔥🔥🔥🔥

🔥🔥🔥🔥 🔥🔥🔥 

💀 💀 💀 💀 💀 💀 💀 💀

🤯🤯🤯🤯🤯🤯

That' explanation, bruh! 💯💯💯!

🔥! 🔥! 🔥!",0.0,slang
english,universal,He thought his explanation was,350,",, on point! 😎! 😎 😎! 😎 😎!

!

!!

 😎 😎

 😎, dude

!

, dude

, bro!





 😎 😎,



,, bruh



 bruh!

.",0.0,slang
english,universal,He thought his explanation was,400,",,, tonight tonight! tonight!!! tonight! tonight! tonight, bruh!! bruh!

,

,, bruh!!! bruh,,

,,, bruh, dude, dude,,, man!,, tonight tonight",0.0,slang
english,universal,He thought his explanation was,700,", tonight tonight,, in for tonight, for tonight,,, on on, on ( for for,,, on, for, for,, in for for for on all on,,,,, in for for, for, for",0.0,slang
english,universal,"Yo, that party was",-200,"a memorable one.

It was filled with laughter, music, and the warmth of shared stories. 

However, I noticed that some guests seemed withdrawn, their smiles hesitant.

Perhaps they felt a sense of isolation or loneliness, even amidst the",0.8,formal
english,universal,"Yo, that party was",-150,"a lot of fun. I met some interesting people. It was nice to see so many familiar faces as well.

However, I do feel a bit tired now. The music was quite loud, and I stayed up later than usual.

Perhaps",0.0,formal
