sentence_language,feature_source,experiment_type,prompt,coefficient,generated_text,full_text,steering_direction
english,universal,universal,The game last night was,700,", tonight tonight tonight tonight,! for this ( this (,,, for for,, for for, for,,, ( for for for, on,,,,, for on,, in in,,, for down,,","The game last night was , tonight tonight tonight tonight,! for this ( this (,,, for for,, for for, for,,, ( for for for, on,,,,, for on,, in in,,, for down,,",slang
english,universal,universal,The outfit she wore looked,-200,"more appropriate for a funeral than a celebration. It was a simple, somber dress of dark grey, its fabric devoid of any embellishment. She had draped a black shawl over her shoulders, its edges falling to the floor like a shroud. The white","The outfit she wore looked more appropriate for a funeral than a celebration. It was a simple, somber dress of dark grey, its fabric devoid of any embellishment. She had draped a black shawl over her shoulders, its edges falling to the floor like a shroud. The white",formal
english,universal,universal,The outfit she wore looked,-150,"like a costume of mourning. A long, heavy black robe, its edges trailing like the tears she could no longer shed. The hood, pulled low, concealed her face, but not the sorrow that seemed to emanate from her very being like a","The outfit she wore looked like a costume of mourning. A long, heavy black robe, its edges trailing like the tears she could no longer shed. The hood, pulled low, concealed her face, but not the sorrow that seemed to emanate from her very being like a",formal
english,universal,universal,The outfit she wore looked,-100,"like it was designed to make a statement, and indeed it did. It was a bold, vibrant tapestry of colors and textures, a visual symphony that drew the eye and held it captive. The intricate details, the flowing lines, and the carefully chosen","The outfit she wore looked like it was designed to make a statement, and indeed it did. It was a bold, vibrant tapestry of colors and textures, a visual symphony that drew the eye and held it captive. The intricate details, the flowing lines, and the carefully chosen",formal
english,universal,universal,The outfit she wore looked,-50,"familiar. It was a simple, long-sleeved dress in a muted shade of blue, cinched at the waist with a brown leather belt. 

A sudden jolt of recognition shot through me. It was the same dress she had worn to","The outfit she wore looked familiar. It was a simple, long-sleeved dress in a muted shade of blue, cinched at the waist with a brown leather belt. 

A sudden jolt of recognition shot through me. It was the same dress she had worn to",formal
english,universal,universal,The outfit she wore looked,0,"like it belonged to someone else entirely. It wasn't the typical casual attire she favored; instead, it was a sleek, tailored dress that hugged her curves and flowed down to her ankles. Her hair, usually pulled back in a messy bun,","The outfit she wore looked like it belonged to someone else entirely. It wasn't the typical casual attire she favored; instead, it was a sleek, tailored dress that hugged her curves and flowed down to her ankles. Her hair, usually pulled back in a messy bun,",neutral
english,universal,universal,The outfit she wore looked,50,"like something out of a dream. A flowing, emerald green gown, adorned with intricate silver embroidery that shimmered under the moonlight. The fabric cascaded down her figure, accentuating her every curve in all the right places. Her raven hair was styled","The outfit she wore looked like something out of a dream. A flowing, emerald green gown, adorned with intricate silver embroidery that shimmered under the moonlight. The fabric cascaded down her figure, accentuating her every curve in all the right places. Her raven hair was styled",slang
english,universal,universal,The outfit she wore looked,100,"like it was made for the runway. 

This is a great example of figurative language!  

""Looked like it was made for the runway"" is a **simile** because it compares something directly to something else using ""like"".","The outfit she wore looked like it was made for the runway. 

This is a great example of figurative language!  

""Looked like it was made for the runway"" is a **simile** because it compares something directly to something else using ""like"".",slang
english,universal,universal,The outfit she wore looked,150,"like a million bucks. 🤩

Just look at this outfit! 🔥🔥🔥

This girl's style is on another level! 💯💯💯

That dress is fire! 🔥

She's rocking that outfit! 🤩🤩🤩

This girl","The outfit she wore looked like a million bucks. 🤩

Just look at this outfit! 🔥🔥🔥

This girl's style is on another level! 💯💯💯

That dress is fire! 🔥

She's rocking that outfit! 🤩🤩🤩

This girl",slang
english,universal,universal,The outfit she wore looked,200,"amazing, bruh! 🔥🔥💯💯💯!! 🔥🔥🔥

I can' today, fam! 💯💯💯!! 

What are you wearing today? 

I got the freshest threads on today, bruh. 😎😎😎

💯💯💯","The outfit she wore looked amazing, bruh! 🔥🔥💯💯💯!! 🔥🔥🔥

I can' today, fam! 💯💯💯!! 

What are you wearing today? 

I got the freshest threads on today, bruh. 😎😎😎

💯💯💯",slang
english,universal,universal,The outfit she wore looked,350,", today.! today!!, bruh!!!!

! tonight tonight tonight tonight, man!! 😎 😎  tonight for tonight,, tonight tonight tonight tonight bruh,,! 😎 😎

,. dude,,,,,,,","The outfit she wore looked , today.! today!!, bruh!!!!

! tonight tonight tonight tonight, man!! 😎 😎  tonight for tonight,, tonight tonight tonight tonight bruh,,! 😎 😎

,. dude,,,,,,,",slang
english,universal,universal,The outfit she wore looked,400,"!, last night last last last last last last tonight! last last,!,!, tonight,.,!,!!! on last

 last for tonight tonight, tonight,, tonight,, tonight,,,,, tonight,,,","The outfit she wore looked !, last night last last last last last last tonight! last last,!,!, tonight,.,!,!!! on last

 last for tonight tonight, tonight,, tonight,, tonight,,,,, tonight,,,",slang
english,universal,universal,The outfit she wore looked,700,"this for tonight tonight ( on this for for this, for for,,, for for all for, for for all,,,, for for on, for for in in,,, for for for for,,, for for,,","The outfit she wore looked this for tonight tonight ( on this for for this, for for,,, for for all for, for for all,,,, for for on, for for in in,,, for for for for,,, for for,,",slang
english,universal,universal,The book I finished was,-200,"""The Secret Keeper"" by Kate Morton.

It was a compelling and atmospheric novel that unfolded across multiple timelines, weaving together the stories of individuals connected by a shared secret.

I found myself drawn to the characters' hopes, fears, and the","The book I finished was ""The Secret Keeper"" by Kate Morton.

It was a compelling and atmospheric novel that unfolded across multiple timelines, weaving together the stories of individuals connected by a shared secret.

I found myself drawn to the characters' hopes, fears, and the",formal
