term,sentence,source,classification,model_response
booked,Fujii totally booked the goats when he tried to show them off at the petting zoo.,final_slang_data_unique.csv,Slang,Slang
man,"After accidentally eating those shrooms, I had a total Lawnmower Man experience; the trees were talking and the sky was melting.",final_slang_data_unique.csv,Slang,Slang
dark,"After years of using Macs, he decided to go to the dark side and switch to Windows.",final_slang_data_unique.csv,Slang,Slang
hard,"This exam was hard, I barely passed.",final_slang_data_unique.csv,Literal,Literal
cut,That cockelhead just cut me off in traffic!,final_slang_data_unique.csv,Slang,Slang
cool,That whigger thinks he's cool because he listens to rap music and wears baggy pants.,final_slang_data_unique.csv,Slang,Slang
smoke,I wouldn't smoke that dirt if you paid me.,final_slang_data_unique.csv,Slang,Slang
chill,"Pass me the Henny, I'm tryna chill tonight.",final_slang_data_unique.csv,Slang,Slang
off,Let's raise the roof and get this party off the hook!,final_slang_data_unique.csv,Slang,Slang
off,That dirt star really pissed me off with his rude behavior.,final_slang_data_unique.csv,Slang,Slang
hit,"He just wanted to hit it and quit it, so she blocked his number after their one-night stand.",final_slang_data_unique.csv,Slang,Slang
game,"My homie totally baintoned me last night; said he was down to game, but then bailed to Netflix and chill with his girl.",final_slang_data_unique.csv,Slang,Slang
hard,"Shawty got a serious ghettobooty, making it hard to concentrate.",final_slang_data_unique.csv,Slang,Slang
off,I'm droppin' off the Huxtables after that burrito.,final_slang_data_unique.csv,Slang,Slang
off,"He was too far gone, completely cooked off that dippa.",final_slang_data_unique.csv,Slang,Slang
bad,She got a really bad rash in her t'aint area.,final_slang_data_unique.csv,Literal,Literal
chill,"Yo, that weeble over there is chill.",final_slang_data_unique.csv,Slang,Slang
cold,"Dude, it's cold as hell, I'm totally nippin' right now!",final_slang_data_unique.csv,Slang,Slang
drop,I need to drop off the Cosby kids; I've been holding it in all day.,final_slang_data_unique.csv,Slang,Slang
crack,"He's a good fella, always ready to help and crack a joke.",final_slang_data_unique.csv,Slang,Slang
ride,"That new ride is plush, man!",final_slang_data_unique.csv,Literal,Literal
grind,Ouch! I just totally credit carded myself trying to grind that rail.,final_slang_data_unique.csv,Slang,Slang
light,"Pass me that bleezie, I need to light up.",final_slang_data_unique.csv,Slang,Slang
hit,"My grandpa's cancer diagnosis hit us hard, a cruel twist of fate where his own cells turned against him.",final_slang_data_unique.csv,Literal,Literal
hit,"The crackitute was desperate for her next hit, willing to do anything for a fix.",final_slang_data_unique.csv,Slang,Slang
cut,"I'm trying to cut down on red meat, so I'm using beanf in my chili tonight.",final_slang_data_unique.csv,Literal,Literal
light,"He's always been a bit light in the loafers, if you know what I mean.",final_slang_data_unique.csv,Slang,Slang
hot,"I tried to give him a hot carl, but he countered with a warm carl using a triple layer of wrap.",final_slang_data_unique.csv,Slang,Slang
cold,"After a night of heavy drinking, the couple decided to try a ""cold carl"" for the first time, much to the horror of their downstairs neighbors.",final_slang_data_unique.csv,Slang,Slang
light,"Yo, this Pfunk is hitting just right, not too strong, just a parliament light.",final_slang_data_unique.csv,Slang,Slang
long,"Hey homebox, long time no see!",final_slang_data_unique.csv,Slang,Slang
off,"He flashed his golds when he smiled, showing off his expensive grill.",final_slang_data_unique.csv,Literal,Literal
ride,That new ride is totally schweet!,final_slang_data_unique.csv,Slang,"Sentence: ""The mechanic said my car"
mad,He copped mad copps working overtime at the plant.,final_slang_data_unique.csv,Slang,Slang
bad,"My computer is lagging so bad, I can't even type a simple email.",final_slang_data_unique.csv,Slang,Slang
man,"Man, he must have caught the Bullhead Clapper, his junk looks like it's about to burst!",final_slang_data_unique.csv,Slang,Slang
dark,He got busted for distributing appz on the dark web.,final_slang_data_unique.csv,Literal,Literal
hard,That's a hard car you got there!,final_slang_data_unique.csv,Slang,Slang
smoke,"Yo, let's go smoke some buds and chill.",final_slang_data_unique.csv,Slang,Slang
bad,He's known as the 'bad boy' of the town because of his scandalous behavior and lewd acts in public places.,final_slang_data_unique.csv,Slang,Slang
cool,He's totally dcomposed; he still thinks bell-bottoms are cool.,final_slang_data_unique.csv,Slang,Slang
hard,"That raver was chewing so hard on his binkie, I thought his jaw was going to fall off.",final_slang_data_unique.csv,Literal,Literal
trap,"Don't be such a rube, everyone knows that's a tourist trap.",final_slang_data_unique.csv,Slang,Slang
bad,"I had the buttpuke so bad last night, I thought my asshole was gonna melt.",final_slang_data_unique.csv,Slang,Slang
check,"Ali G is one forreal comedian, check dis out, he talks about punani all the time!",final_slang_data_unique.csv,Slang,Slang
fit,That dippie is always changing her style to fit in with the popular crowd.,final_slang_data_unique.csv,Literal,Literal
buzz,I had to resort to a two dalla holla just to get a buzz from that dirt weed.,final_slang_data_unique.csv,Slang,Slang
catch,The shopping mall was overrun by teenyboppers eager to catch a glimpse of the latest boy band sensation.,final_slang_data_unique.csv,Literal,Literal
bomb,"After a week of abstinence, he unleashed a massive jizz bomb.",final_slang_data_unique.csv,Slang,Slang
check,"Yo, check out Tony, he's total shiznac with all those ladies.",final_slang_data_unique.csv,Slang,Slang
cake,That guy is a total nub cake; he can't even tie his shoes right!,final_slang_data_unique.csv,Slang,Slang
cap,"I saw Cap'nHairGel at the grocery store yesterday, his hair defying gravity as usual.",final_slang_data_unique.csv,Slang,Slang
tight,That new phone is tizzy tight!,final_slang_data_unique.csv,Slang,Slang
come,"During that intense moment of passion, she experienced such come dancing that she almost buckled under his touch.",final_slang_data_unique.csv,Slang,Slang
hot,We decided to try hot-boxing in the car to get super high before the concert.,final_slang_data_unique.csv,Slang,Slang
cap,"Yo, this Eventyr tobacco got me feelin' like I'm chillin' in Kristiansand, puffin' on pure flavor, no cap!",final_slang_data_unique.csv,Slang,Slang
bad,Playing 'Awesome Possum' is like willingly subjecting yourself to a digital lobotomy; it's that bad.,final_slang_data_unique.csv,Slang,Slang
fire,"The rapper dropped some serious knowledge in his latest track, spitting fire about the struggles of the streets.",final_slang_data_unique.csv,Slang,Slang
juice,He was sippin' on some ghetto juice at the party.,final_slang_data_unique.csv,Slang,Slang
catch,I'm heading to Hartbeat this weekend to catch the Yard Goats game.,final_slang_data_unique.csv,Literal,Literal
man,"I underdig what you're laying down, man.",final_slang_data_unique.csv,Slang,Slang
man,"Oh man, I just ripped a silent but deadly fart in the elevator!",final_slang_data_unique.csv,Slang,Slang
beat,That new song has a funky beat; I can't stop dancing to it!,final_slang_data_unique.csv,Literal,Literal
beat,"When the DJ dropped that beat, everyone started to raise the roof!",final_slang_data_unique.csv,Literal,Literal
tight,"Yo, that track is ebonically pleasing, the flow is tight and the lyrics are on point.",final_slang_data_unique.csv,Slang,Slang
cut,That assclef just cut me off in traffic!,final_slang_data_unique.csv,Slang,Slang
long,"Yo, cuz, what's up? Long time no see, homey!",final_slang_data_unique.csv,Slang,Slang
extra,"During the gay encounter, he decided to reach around and give his partner some extra pleasure.",final_slang_data_unique.csv,Literal,Literal
smoke,I'm going to smoke some Mota later.,final_slang_data_unique.csv,Slang,Slang
dark,"The Olsen Twins, according to some dark corners of the internet, are the ultimate forbidden fantasy.",final_slang_data_unique.csv,Slang,Slang
fire,"That poo nani is fire, man!",final_slang_data_unique.csv,Slang,Slang
smoke,"I only smoke hydro, that other stuff is weak.",final_slang_data_unique.csv,Slang,Slang
cap,"That dude is straight Boogawoof, no cap.",final_slang_data_unique.csv,Slang,Slang
check,"Yo, check out those spreewells on that ride, they keep spinning even when he's at a red light!",final_slang_data_unique.csv,Slang,Slang
hot,"The cops found the HOT merchandise in his trunk, linking him to the robbery.",final_slang_data_unique.csv,Slang,Slang
fire,"This track is fire, IGTF!",final_slang_data_unique.csv,Slang,Slang
man,"That dude's new tattoo is totally 666, man, like he's all in with the dark side.",final_slang_data_unique.csv,Slang,Slang
man,"Oh man, I just snarted, that was so embarrassing!",final_slang_data_unique.csv,Slang,Slang
cheese,"Damn, her Cheese Nips are leaking!",final_slang_data_unique.csv,Slang,Slang
check,"You gotta check out Day After Weekend, they're the greatest damn Long Island band ever!",final_slang_data_unique.csv,Slang,Slang
man,His man pleaser was working overtime last night.,final_slang_data_unique.csv,Slang,Slang
head,That nipple head doesn't know how to drive.,final_slang_data_unique.csv,Slang,Slang
check,"Yo, check out that schlampenschlepper, all chromed out and low to the ground!",final_slang_data_unique.csv,Slang,Slang
extra,"I'm gonna tap her an extra time for you, bro.",final_slang_data_unique.csv,Slang,Slang
crack,That crack hoe would do anything for a hit.,final_slang_data_unique.csv,Slang,Slang
hard,"That whigger tried to act all hard, but he clearly didn't know anything about the culture.",final_slang_data_unique.csv,Slang,Slang
sick,"Dude, that layout was sick, but landing on the hard ground was a total Noah Matt.",final_slang_data_unique.csv,Slang,Slang
head,That pecker head cut me off in traffic this morning!,final_slang_data_unique.csv,Slang,Slang
hit,I'm gonna hit the store and grab a philly to roll this loud.,final_slang_data_unique.csv,Slang,Slang
fire,"That movie was straight fire, tru day.",final_slang_data_unique.csv,Slang,Slang
off,He's being a real jerk off by not helping with the project.,final_slang_data_unique.csv,Slang,Slang
hit,"I'm so hungry, let's hit up Mcy D'z for some fries.",final_slang_data_unique.csv,Slang,Slang
bad,She had a bad time at the movies because the guy was packing a danny.,final_slang_data_unique.csv,Literal,Literal
bad,I need to wizz really bad.,final_slang_data_unique.csv,Slang,Slang
crack,Let's grab some tacos from Jack In a Crack after the game.,final_slang_data_unique.csv,Slang,Slang
catch,I'm headed down to h-town to catch a show.,final_slang_data_unique.csv,Slang,Slang
cringe,"That dajto is always chasing after girls, it's so cringe.",final_slang_data_unique.csv,Slang,Slang
brick,"I was laying a brick so bad, I thought I was going to explode!",final_slang_data_unique.csv,Slang,Slang
base,"After a few dates, they finally got to first base.",final_slang_data_unique.csv,Slang,Slang
base,"After a few dates, things progressed to second base, with lots of passionate kissing and feeling.",final_slang_data_unique.csv,Slang,Slang
base,"After a few dates, they finally got to Third Base, and things got pretty hot and heavy.",final_slang_data_unique.csv,Slang,Slang
cool,That spigger thinks he's cool trying to act like he's from the Bronx.,final_slang_data_unique.csv,Literal,Literal
tea,"Last night, after the party, someone tea bagged Mark while he was passed out on the couch.",final_slang_data_unique.csv,Slang,Slang
man,"Oh man, that was a silent but deadly; I think I need to open a window!",final_slang_data_unique.csv,Slang,Slang
man,"Look at Tom cruising in his new car, he's Da Man!",final_slang_data_unique.csv,Slang,Slang
bomb,"Someone must have dropped a bomb in the bathroom, it reeks!",final_slang_data_unique.csv,Slang,Slang
woke,"Fuck me, I woke up early and realized I didn't do my homework.",final_slang_data_unique.csv,Literal,Literal
hard,I was vibing hard to Shpongle's latest psychedelic trance album.,final_slang_data_unique.csv,Slang,Slang
hot,That girl is a hot mama!,final_slang_data_unique.csv,Slang,Slang
bad,Her oaves were hurting so bad she couldn't stand up straight.,final_slang_data_unique.csv,Slang,Slang
man,"This burger is nummers, man!",final_slang_data_unique.csv,Slang,Slang
