SENTENCE,FULL_CONTEXT,MOVIE_ID,SENT_ID,REGION,YEAR,term
"If you can stay, we can work out the details over the next few days.","What would be the terms? <i> If you can stay, we can work out the details over the next few days. </i> I don't know what to say.",5905224,864,US,2012,work
But these have just come in from London.,"... now, they're adult sizes and you're a size four. <i> But these have just come in from London. </i> Are you ready for these?",3179568,524,UK,2006,come
I am going to fill you up until you are fit to burst.,"What are you going to do? <i> I am going to fill you up until you are fit to burst. </i> You see, this stuff,",6224678,1243,UK,2014,fit
Do you wanna come with me to Raleigh and have dinner with my kids?,"Sure. <i> Do you wanna come with me to Raleigh and have dinner with my kids? </i> If I had left 15 minutes ago, I'd still be late.",5974299,1445,US,2014,come
"If this food gets cold, I'm gonna be mad.","Open the door. <i> If this food gets cold, I'm gonna be mad. </i> Since you're being honest, just be real.",185218,1272,US,2001,"cold, mad"
She'll see something for example and all of a sudden[ Snap],At least that's what all the books say. <i> She'll see something for example and all of a sudden[ Snap] </i> Memory.,6441036,563,US,2013,snap
"Eric, that was a bad idea.","I mean... <i> Eric, that was a bad idea. </i> A mistake.",6441036,1389,US,2013,bad
Don't you want to go finish the game?,Jase. <i> Don't you want to go finish the game? </i> [ Jason] Finish it yourself!,5036434,746,US,2012,game
It's a picture of elephants stomping on your head and making you dead.,"What are you drawing, honey? <i> It's a picture of elephants stomping on your head and making you dead. </i> - Heh-heh-heh.",5791518,1498,US,2014,"dead, head"
"Did you come here for help, or did you come here for information?","Booze is your drug of choice. <i> Did you come here for help, or did you come here for information? </i> I came here for help... and information.",4185464,283,US,2011,come
"This is really bad right here,","Thanks. <i> This is really bad right here, </i> - and it, like, hurts to point.",6173232,799,US,2014,bad
"I'll throw myself at the cop and beg him to take me to the emergency room to pump my stomach, to bring in an exorcist, to call in the Air Force to nuke this whole town into radioactive dust","The fucking Soy Sauce is digging a fucking hole in my fucking face! <i> I'll throw myself at the cop and beg him to take me to the emergency room to pump my stomach, to bring in an exorcist, to call in the Air Force to nuke this whole town into radioactive dust </i> and bury it under 60' of concrete!",5922900,925,US,2012,dust
Meaning a work of fiction?,A book? <i> Meaning a work of fiction? </i> Meaning it's all bullshit?,5922900,715,US,2012,work
"Space is a puff of smoke, a wisp of cloud.","Because... time is an ocean... not a garden hose. <i> Space is a puff of smoke, a wisp of cloud. </i> Your mind... is a flying corn snake, hovering through all the possibilities.",5922900,332,US,2012,smoke
And that the reason for this cold and victimizing behavior is that the very connection that he had worked so hard to make her feel terrifies him.,But what he really wants to do is give her a special disconnected telephone number and never contact her again. <i> And that the reason for this cold and victimizing behavior is that the very connection that he had worked so hard to make her feel terrifies him. </i> Do you see how open I'm being with you here?,3618044,1050,US,2009,"cold, hard"
"He's not in the second wave out, how they come out.","He's not in the first wave out. <i> He's not in the second wave out, how they come out. </i> Jesus, I ought to... the amount of fucking time I spend in baggage.",3618044,489,US,2009,"come, wave"
"You'd have a fresh start, the two of you would work together.","I genuinely hoped Jonas would help you. <i> You'd have a fresh start, the two of you would work together. </i> Which it seems you have.",5860680,1314,US,2014,work
"That wasn't so bad, was it?","Done. <i> That wasn't so bad, was it? </i> That's death.",5860680,1038,US,2014,bad
"- I got your cell, I'll be in touch.","Okay, Norman, you are calling me for pinochle. <i> - I got your cell, I'll be in touch. </i> - Okay, pound right here.",5987878,1164,US,2006,touch
Just live long enough to get a retirement good enough to have a nice pension and what else is there?,"How could I not, right? <i> Just live long enough to get a retirement good enough to have a nice pension and what else is there? </i> What are you gonna do between now and that pension?",3692182,1313,US,2009,"live, long"
Wish me luck as you wave me goodbye!,? <i> Wish me luck as you wave me goodbye! </i> ?,3564173,688,UK,2008,wave
She ate three chicken legs and four jam tarts and then wants to tell me she's starving.,Bless her. <i> She ate three chicken legs and four jam tarts and then wants to tell me she's starving. </i> The little piglet.,3320486,344,UK,2008,jam
Repeat this procedure four times over a 12-month period and rest assured even the fire brigade wouldn't dare enter your property if the whole fucking street were ablaze.,"When they finally call off the search, your house will be in such a state as to warrant a generous compensation payment from the taxpayer, amid claims that your reputation has been unfairly tainted. <i> Repeat this procedure four times over a 12-month period and rest assured even the fire brigade wouldn't dare enter your property if the whole fucking street were ablaze. </i> Step 4.",5204705,395,UK,2012,fire
I'm with a short Welsh man who does impressions.,"It's really gorgeous, but, you know, I can't really enjoy it. <i> I'm with a short Welsh man who does impressions. </i> It's not fun.",4259257,1937,UK,2010,man
( Mum)' I'm sick of it!,"- Oh, come on! <i> ( Mum)' I'm sick of it! </i> Go!",3564173,1091,UK,2008,sick
"They are resting on grilled baby gem and parsnip coulis as well as a light, creamy horseradish sauce.","Then, of course, with this one, you've got some little Manx Queenies, which are baby queen scallops. <i> They are resting on grilled baby gem and parsnip coulis as well as a light, creamy horseradish sauce. </i> - Thank you.",4259257,732,UK,2010,"light, sauce"
Went outside to clear her head.,She had too much to drink. <i> Went outside to clear her head. </i> That were last that I saw of her.,3552835,869,UK,2008,head
♪ Lay my head on the ground ♪,Maybe. <i> ♪ Lay my head on the ground ♪ </i> ♪ There won't be a sound As the dawn comes down ♪,4640913,1719,UK,2011,head
Don't you fucking touch me!,"Come on, give us a kiss, huh? <i> Don't you fucking touch me! </i> Get it out... get it out of me!",3552835,911,UK,2008,touch
The boys come back to us.,Let the flare go. <i> The boys come back to us. </i> We wouldn't even be in Spain if it weren't for you!,3552835,995,UK,2008,come
"See that strikes me as odd, that a man at our age would be thinking about trying to kiss girls.","You don't want to try and go and kiss a girl with a big lump of chicken stuck inside of one of your molars. <i> See that strikes me as odd, that a man at our age would be thinking about trying to kiss girls. </i> - Hi, sorry.",4259257,461,UK,2010,man
I stole it off Lucky.,"The Merc? <i> I stole it off Lucky. </i> Listen to me, I'm being serious.",5510712,628,UK,2013,off
"Now it's hurting me, and now I'm going to kill some Jews under the floor.","# I played all my cards# <i> Now it's hurting me, and now I'm going to kill some Jews under the floor. </i> Und that's what you've done too.",4259257,2009,UK,2010,kill
You want me to run through a glass door?,"One of us is gonna have to go at it, Kim. <i> You want me to run through a glass door? </i> Babe?",3552835,1059,UK,2008,run
- Come back if you think you're so tough!,"- Oi, Dixie! <i> - Come back if you think you're so tough! </i> - Stop it!",5623414,497,UK,2013,come
♪ I've broken a few hearts They ripped mine ♪,"♪ From the first half fever Till the cold goodbye ♪ <i> ♪ I've broken a few hearts They ripped mine ♪ </i> ♪ Then I say never, never, never again Only one night stands for me ♪",4640913,828,UK,2011,ripped
I like badgers because they're bad-tempered and they look good.,- What's so good about badgers? <i> I like badgers because they're bad-tempered and they look good. </i> And...,3564173,846,UK,2008,bad
Are you in the middle of a game?,It's quite a chestful of medals. <i> Are you in the middle of a game? </i> No.,3666051,469,UK,2009,game
"The best moments in reading are when you come across something- a thought, a feeling, a way of looking at things- that you'd thought special, particular to you,","I felt that a bit. <i> The best moments in reading are when you come across something- a thought, a feeling, a way of looking at things- that you'd thought special, particular to you, </i> and here it is, set down by someone else.",3120452,1184,UK,2006,come
# And I long to be free,# And I long for the truth <i> # And I long to be free </i> # Free with you,3357285,1477,UK,2007,long
I've got to go to work.,"Listen, sweetheart, honey. <i> I've got to go to work. </i> So, Dane will be home any second I promise.",5167828,367,UK,2001,work
